canonical_id,display_name,search_query,content_theme,candidate_rank,product_name,price,pid,upc,size
cape_cod_chips,Cape Cod potato chips,Cape Cod kettle chips 8 oz,price_tracker_baseline,1,Lays Potato Chips Sour Cream & Onion - 7.75 Oz,4.29,960123886,0002840019963,OUNCE
cape_cod_chips,Cape Cod potato chips,Cape Cod kettle chips 8 oz,price_tracker_baseline,2,Cape Cod Less Fat Original Kettle Cooked Potato Chips - 8 Oz,4.49,960049900,0002068500029,OUNCE
cape_cod_chips,Cape Cod potato chips,Cape Cod kettle chips 8 oz,price_tracker_baseline,3,Cape Cod Original Kettle Cooked Potato Chips - 8 Oz,4.49,960158158,0002068500164,OUNCE
cape_cod_chips,Cape Cod potato chips,Cape Cod kettle chips 8 oz,price_tracker_baseline,4,Kettle Brand Sea Salt Kettle Potato Chips - 13 Oz,6.49,970009629,0008411403216,OUNCE
cape_cod_chips,Cape Cod potato chips,Cape Cod kettle chips 8 oz,price_tracker_baseline,5,Kettle Brand Sea Salt & Vinegar Kettle Potato Chips - 13 Oz,6.49,960084371,0008411412353,OUNCE
cape_cod_chips,Cape Cod potato chips,Cape Cod kettle chips 8 oz,price_tracker_baseline,6,Miss Vickie's Kettle Cooked Potato Chips Applewood Smoked Bbq - 7.5 OZ,4.99,971360377,0002840080078,OUNCE
cape_cod_chips,Cape Cod potato chips,Cape Cod kettle chips 8 oz,price_tracker_baseline,7,Doritos Tortilla Chips Nacho Cheese - 9.25 Oz,5.49,970031900,0002840051646,OUNCE
cape_cod_chips,Cape Cod potato chips,Cape Cod kettle chips 8 oz,price_tracker_baseline,8,Utz Wavy Chips - 7.75 OZ,4.79,970300857,0004178027218,OUNCE
smartfood_popcorn,Smartfood popcorn,Smartfood white cheddar popcorn,price_tracker_baseline,1,Garrett Popcorn Shops White Cheddar Popcorn - 5 Oz,5.99,970692440,0085000066434,OUNCE
smartfood_popcorn,Smartfood popcorn,Smartfood white cheddar popcorn,price_tracker_baseline,2,Like Air Puffcorn Cinnamon Bun - 4 Oz,3.99,970577167,0085001433520,OUNCE
smartfood_popcorn,Smartfood popcorn,Smartfood white cheddar popcorn,price_tracker_baseline,3,Smartfood Popcorn White Cheddar 6 Oz - 6 OZ,4.79,971360381,0002840080041,OUNCE
smartfood_popcorn,Smartfood popcorn,Smartfood white cheddar popcorn,price_tracker_baseline,4,Smartfood Popcorn White Cheddar Party Size - 9.75 Oz,7.29,960543042,0002840031413,OUNCE
smartfood_popcorn,Smartfood popcorn,Smartfood white cheddar popcorn,price_tracker_baseline,5,Smartfood Popcorn White Cheddar - 6.25 Oz,6.49,970125598,0002840067909,COUNT
smartfood_popcorn,Smartfood popcorn,Smartfood white cheddar popcorn,price_tracker_baseline,6,"Smartfood Popcorn Cheetos Cheddar, 6.25 Oz - 6.25 OZ",4.79,971360364,0002840079976,OUNCE
smartfood_popcorn,Smartfood popcorn,Smartfood white cheddar popcorn,price_tracker_baseline,7,Smartfood White Cheddar 1.875oz - 1.875 OZ,2.69,971207922,0002840076826,OUNCE
smartfood_popcorn,Smartfood popcorn,Smartfood white cheddar popcorn,price_tracker_baseline,8,Smartfood Popcorn Mix Variety Pack - 18 Count,11.99,971196805,0002840076238,COUNT
frito_lay_multipack_chips,Frito-Lay variety pack,Frito Lay variety pack 18 count,price_tracker_baseline,1,Frito Lay Family Fun Mix Variety Pack - 18 Count,11.99,970586326,0002840073745,COUNT
frito_lay_multipack_chips,Frito-Lay variety pack,Frito Lay variety pack 18 count,price_tracker_baseline,2,Frito Lay Fiery Mix Variety Pack - 18 Count,11.99,970782386,0002840073756,COUNT
frito_lay_multipack_chips,Frito-Lay variety pack,Frito Lay variety pack 18 count,price_tracker_baseline,3,Frito Lay Baked & Popped Mix Variety Pack - 18 Count,11.99,970125599,0002840067973,COUNT
frito_lay_multipack_chips,Frito-Lay variety pack,Frito Lay variety pack 18 count,price_tracker_baseline,4,Frito Lay Variety Pack Cheesy Mix - 18 Count,11.99,970125538,0002840067945,COUNT
frito_lay_multipack_chips,Frito-Lay variety pack,Frito Lay variety pack 18 count,price_tracker_baseline,5,Frito Lay Variety Pack Flavor Mix - 42 Count,19.99,970125552,0002840073738,COUNT
frito_lay_multipack_chips,Frito-Lay variety pack,Frito Lay variety pack 18 count,price_tracker_baseline,6,Frito-Lay Doritos & Cheetos Variety Pack - 18 Count,11.99,970125580,0002840067947,COUNT
frito_lay_multipack_chips,Frito-Lay variety pack,Frito Lay variety pack 18 count,price_tracker_baseline,7,Frito Lay Variety Pack Classic Mix - 42 Count,19.99,970123424,0002840069435,COUNT
